impact_category,process_name,kpi_name,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,projectId,score,actual
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-SE-012,44.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-SE-012,33.0,20.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-SE-012,45.0,0.99
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-SE-012,17.0,6.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-SE-012,12.0,0.95
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-SE-012,22.0,8.8
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-SE-012,23.0,0.96
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-SE-012,27.0,0.94
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-SE-012,17.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-SE-012,46.0,16.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-SE-012,26.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-SE-012,23.0,5.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-SE-012,15.0,0.99
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-SE-012,36.0,8.8
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-SE-012,59.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-SE-012,22.0,0.88
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-SE-012,47.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-SE-012,31.0,21.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-SE-012,23.0,0.98
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-SE-012,60.0,3.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-SE-012,53.0,0.99
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-SE-012,43.0,9.0
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-SE-012,25.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-SE-012,12.0,0.93
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-SE-012,18.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-SE-012,5.0,28.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-SE-012,8.0,0.99
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-SE-012,19.0,6.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-SE-012,11.0,0.95
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-SE-012,3.0,8.4
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-SE-012,3.0,1.0
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-SE-012,34.0,0.97
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-SE-012,34.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-SE-012,15.0,26.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-SE-012,25.0,1.0
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-SE-012,23.0,5.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-SE-012,14.0,0.95
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-SE-012,24.0,8.2
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-SE-012,31.0,0.99
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-SE-012,21.0,0.9
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-SE-012,9.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-SE-012,23.0,23.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-SE-012,22.0,0.99
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-SE-012,42.0,4.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-SE-012,42.0,0.99
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-MW-013,35.0,9.0
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-MW-013,27.0,0.95
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-MW-013,50.0,0.95
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-MW-013,60.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-MW-013,30.0,21.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-MW-013,31.0,1.0
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-MW-013,38.0,4.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-MW-013,17.0,0.91
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-MW-013,40.0,9.2
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-MW-013,21.0,1.0
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-MW-013,35.0,0.96
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-MW-013,47.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-MW-013,42.0,17.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-MW-013,25.0,0.97
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-MW-013,14.0,6.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-MW-013,37.0,1.0
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-MW-013,11.0,8.2
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-MW-013,23.0,0.95
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-MW-013,37.0,0.97
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-MW-013,67.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-MW-013,19.0,25.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-MW-013,11.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-MW-013,46.0,4.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-MW-013,41.0,0.95
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-MW-013,62.0,9.3
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-MW-013,44.0,0.96
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-MW-013,33.0,0.91
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-MW-013,63.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-MW-013,55.0,13.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-MW-013,60.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-MW-013,24.0,5.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-MW-013,49.0,0.98
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-MW-013,22.0,8.0
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-MW-013,10.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-MW-013,16.0,0.96
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-MW-013,21.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-MW-013,37.0,18.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-MW-013,65.0,1.0
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-MW-013,54.0,3.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-MW-013,65.0,1.0
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-MW-013,42.0,8.9
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-MW-013,17.0,1.0
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-MW-013,37.0,0.92
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-MW-013,42.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-MW-013,52.0,15.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-MW-013,45.0,0.96
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-MW-013,43.0,4.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-MW-013,46.0,0.95
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-MW-013,45.0,8.9
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-MW-013,26.0,1.0
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-MW-013,36.0,0.94
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-MW-013,45.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-MW-013,63.0,11.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-MW-013,76.0,0.96
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-MW-013,12.0,6.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-MW-013,20.0,0.97
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-WE-014,27.0,8.5
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-WE-014,31.0,1.0
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-WE-014,30.0,0.92
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-WE-014,4.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-WE-014,14.0,27.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-WE-014,21.0,1.0
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-WE-014,11.0,6.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-WE-014,25.0,0.95
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-WE-014,22.0,8.7
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-WE-014,41.0,1.0
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-WE-014,17.0,0.89
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-WE-014,18.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-WE-014,33.0,20.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-WE-014,14.0,0.98
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-WE-014,18.0,6.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-WE-014,4.0,0.96
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-WE-014,23.0,8.6
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-WE-014,18.0,1.0
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-WE-014,11.0,0.95
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-WE-014,11.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-WE-014,22.0,23.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-WE-014,4.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-WE-014,37.0,5.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-WE-014,42.0,0.93
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-WE-014,29.0,8.7
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-WE-014,36.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-WE-014,37.0,0.89
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-WE-014,9.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-WE-014,23.0,24.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-WE-014,13.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-WE-014,19.0,6.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-WE-014,13.0,0.95
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-WE-014,4.0,8.2
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-WE-014,16.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-WE-014,15.0,0.87
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-WE-014,36.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-WE-014,3.0,30.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-WE-014,12.0,1.0
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-WE-014,38.0,5.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-WE-014,39.0,0.95
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-WE-014,40.0,8.8
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-WE-014,37.0,0.99
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-WE-014,18.0,0.9
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-WE-014,24.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-WE-014,4.0,28.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-WE-014,25.0,1.0
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-WE-014,33.0,5.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-WE-014,14.0,0.98
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-WE-014,29.0,8.5
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-WE-014,17.0,0.96
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-WE-014,14.0,0.88
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-WE-014,33.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-WE-014,14.0,27.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-WE-014,10.0,1.0
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-WE-014,9.0,6.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-WE-014,12.0,0.96
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-NE-015,9.0,7.8
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-NE-015,23.0,0.97
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-NE-015,16.0,0.9
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-NE-015,33.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-NE-015,10.0,26.0
